Unknown Customer,2017-08-31 06:54:43.470292
Unknown Customer,2017-08-31 06:54:43.570400
Unknown Customer,2017-08-31 06:54:43.671502
Unknown Customer,2017-08-31 06:54:43.771423
Unknown Customer,2017-08-31 06:54:43.871169
Unknown Customer,2017-08-31 06:54:43.969582
Unknown Customer,2017-08-31 06:54:44.068986
Unknown Customer,2017-08-31 06:54:44.098915
Unknown Customer,2017-08-31 06:54:44.167666
Unknown Customer,2017-08-31 06:54:44.266020
Unknown Customer,2017-08-31 06:54:44.375478
Unknown Customer,2017-08-31 06:54:44.474106
Unknown Customer,2017-08-31 06:54:44.572279
Unknown Customer,2017-08-31 06:54:44.671612
Unknown Customer,2017-08-31 06:54:44.770636
Unknown Customer,2017-08-31 06:54:44.870190
Unknown Customer,2017-08-31 06:54:44.970676
Unknown Customer,2017-08-31 06:54:45.071499
Unknown Customer,2017-08-31 06:54:45.169439
Unknown Customer,2017-08-31 06:54:45.270843
Unknown Customer,2017-08-31 06:54:45.371087
Unknown Customer,2017-08-31 06:54:45.470200
Unknown Customer,2017-08-31 06:54:45.566543
Unknown Customer,2017-08-31 06:54:45.599967
Unknown Customer,2017-08-31 06:54:45.666451
Unknown Customer,2017-08-31 06:54:45.777911
Unknown Customer,2017-08-31 06:54:45.874538
Unknown Customer,2017-08-31 06:54:45.968599
Unknown Customer,2017-08-31 06:54:46.069960
Unknown Customer,2017-08-31 06:54:46.169369
Unknown Customer,2017-08-31 06:54:46.271387
Unknown Customer,2017-08-31 06:54:46.338188
Unknown Customer,2017-08-31 06:54:46.369454
Unknown Customer,2017-08-31 06:54:46.470423
Unknown Customer,2017-08-31 06:54:46.569297
Unknown Customer,2017-08-31 06:54:46.670084
Unknown Customer,2017-08-31 06:54:46.774363
Unknown Customer,2017-08-31 06:54:46.875626
Unknown Customer,2017-08-31 06:54:46.974570
Unknown Customer,2017-08-31 06:54:47.072637
Unknown Customer,2017-08-31 06:54:47.171567
Unknown Customer,2017-08-31 06:54:47.272592
Unknown Customer,2017-08-31 06:54:47.372988
Unknown Customer,2017-08-31 06:54:47.471315
Unknown Customer,2017-08-31 06:54:47.501792
Unknown Customer,2017-08-31 06:54:47.601355
Unknown Customer,2017-08-31 06:54:47.710048
Unknown Customer,2017-08-31 06:54:47.807230
Unknown Customer,2017-08-31 06:54:47.906842
Unknown Customer,2017-08-31 06:54:48.006751
Unknown Customer,2017-08-31 06:54:48.105652
Unknown Customer,2017-08-31 06:54:48.204661
Unknown Customer,2017-08-31 06:54:48.303608
Unknown Customer,2017-08-31 06:54:48.412674
Unknown Customer,2017-08-31 06:54:48.444061
Unknown Customer,2017-08-31 06:54:48.545292
Unknown Customer,2017-08-31 06:54:48.645457
Unknown Customer,2017-08-31 06:54:48.747682
Unknown Customer,2017-08-31 06:54:48.846561
Unknown Customer,2017-08-31 06:54:48.945130
Unknown Customer,2017-08-31 06:54:49.043410
Unknown Customer,2017-08-31 06:54:49.142706
Unknown Customer,2017-08-31 06:54:49.242679
Unknown Customer,2017-08-31 06:54:49.342272
Unknown Customer,2017-08-31 06:54:49.409914
Unknown Customer,2017-08-31 06:54:49.441227
Unknown Customer,2017-08-31 06:54:49.541478
Unknown Customer,2017-08-31 06:54:49.642313
Unknown Customer,2017-08-31 06:54:49.741090
Unknown Customer,2017-08-31 06:54:49.837408
Unknown Customer,2017-08-31 06:54:49.947698
Unknown Customer,2017-08-31 06:54:50.046291
Unknown Customer,2017-08-31 06:54:50.144739
Unknown Customer,2017-08-31 06:54:50.244010
Unknown Customer,2017-08-31 06:54:50.343573
Unknown Customer,2017-08-31 06:54:50.443229
Unknown Customer,2017-08-31 06:54:50.473211
Unknown Customer,2017-08-31 06:54:50.575427
Unknown Customer,2017-08-31 06:54:50.673806
Unknown Customer,2017-08-31 06:54:50.774274
Unknown Customer,2017-08-31 06:54:50.882840
Unknown Customer,2017-08-31 06:54:50.979665
Unknown Customer,2017-08-31 06:54:51.080061
Unknown Customer,2017-08-31 06:54:51.176305
Unknown Customer,2017-08-31 06:54:51.277930
Unknown Customer,2017-08-31 06:54:51.379298
Unknown Customer,2017-08-31 06:54:51.409886
Unknown Customer,2017-08-31 06:54:51.478471
Unknown Customer,2017-08-31 06:54:51.575772
Unknown Customer,2017-08-31 06:54:51.675720
Unknown Customer,2017-08-31 06:54:51.776204
Unknown Customer,2017-08-31 06:54:51.874294
Unknown Customer,2017-08-31 06:54:51.975657
Unknown Customer,2017-08-31 06:54:52.076295
Unknown Customer,2017-08-31 06:54:52.175045
Unknown Customer,2017-08-31 06:54:52.285303
Unknown Customer,2017-08-31 06:54:52.387229
Unknown Customer,2017-08-31 06:54:52.429395
Unknown Customer,2017-08-31 06:54:52.490533
Unknown Customer,2017-08-31 06:54:52.620084
Unknown Customer,2017-08-31 06:54:52.708033
Unknown Customer,2017-08-31 06:54:52.807644
Unknown Customer,2017-08-31 06:54:52.922628
Unknown Customer,2017-08-31 06:54:53.018183
Unknown Customer,2017-08-31 06:54:53.308812
Unknown Customer,2017-08-31 06:54:53.451567
Unknown Customer,2017-08-31 06:54:53.844844
Unknown Customer,2017-08-31 06:54:53.944117
Unknown Customer,2017-08-31 06:54:54.043971
Unknown Customer,2017-08-31 06:54:54.143272
Unknown Customer,2017-08-31 06:54:55.078509
Unknown Customer,2017-08-31 06:54:55.386958
Unknown Customer,2017-08-31 06:54:55.486775
Unknown Customer,2017-08-31 06:54:55.583314
Unknown Customer,2017-08-31 06:54:55.684149
Unknown Customer,2017-08-31 06:54:55.784609
Unknown Customer,2017-08-31 06:54:58.682941
Unknown Customer,2017-08-31 06:54:58.881908
Unknown Customer,2017-08-31 06:54:59.585729
Unknown Customer,2017-08-31 06:55:00.581843
Unknown Customer,2017-08-31 06:55:00.791418
Unknown Customer,2017-08-31 06:55:00.888546
Unknown Customer,2017-08-31 06:55:01.287828
Unknown Customer,2017-08-31 06:55:01.363992
Unknown Customer,2017-08-31 06:55:01.424824
Unknown Customer,2017-08-31 06:55:01.522217
Unknown Customer,2017-08-31 06:55:01.618600
Unknown Customer,2017-08-31 06:55:01.717777
Unknown Customer,2017-08-31 06:55:01.818523
Unknown Customer,2017-08-31 06:55:01.918116
Unknown Customer,2017-08-31 06:55:02.026262
Unknown Customer,2017-08-31 06:55:02.126584
Unknown Customer,2017-08-31 06:55:02.190671
Unknown Customer,2017-08-31 06:55:02.224168
Unknown Customer,2017-08-31 06:55:02.325487
Unknown Customer,2017-08-31 06:55:02.425479
Unknown Customer,2017-08-31 06:55:02.525316
Unknown Customer,2017-08-31 06:55:02.623860
Unknown Customer,2017-08-31 06:55:02.723508
Unknown Customer,2017-08-31 06:55:02.821088
Unknown Customer,2017-08-31 06:55:02.923401
Unknown Customer,2017-08-31 06:55:03.023058
Unknown Customer,2017-08-31 06:55:03.123074
Unknown Customer,2017-08-31 06:55:03.222196
Unknown Customer,2017-08-31 06:55:03.323034
Unknown Customer,2017-08-31 06:55:03.423671
Unknown Customer,2017-08-31 06:55:03.522703
Unknown Customer,2017-08-31 06:55:03.553117
Unknown Customer,2017-08-31 06:55:03.619661
